room_title,woe_room_url,tag_id,tag
"Escape room ""Paranormal Investigation"" by Get a Clue in Orange Beach",https://worldofescapes.com/gulf-shores/quests/get-a-clue-paranormal-investigation,0,Public Ticketing
"Escape room ""Paranormal Investigation"" by Get a Clue in Orange Beach",https://worldofescapes.com/gulf-shores/quests/get-a-clue-paranormal-investigation,1,Up to eight players
"Escape room ""Blitzkrieg"" by Avalanche Escape Rooms in Anchorage",https://worldofescapes.com/anchorage/quests/avalanche-escape-rooms-blitzkrieg,0,Heist
"Escape room ""Blitzkrieg"" by Avalanche Escape Rooms in Anchorage",https://worldofescapes.com/anchorage/quests/avalanche-escape-rooms-blitzkrieg,1,Public Ticketing
"Escape room ""Blitzkrieg"" by Avalanche Escape Rooms in Anchorage",https://worldofescapes.com/anchorage/quests/avalanche-escape-rooms-blitzkrieg,2,Up to eight players
"Escape room ""Cuban Crisis"" by Escapology Montgomery in Montgomery",https://worldofescapes.com/montgomery/quests/escapology-montgomery-cuban-crisis,0,Private Ticketing
"Escape room ""Cuban Crisis"" by Escapology Montgomery in Montgomery",https://worldofescapes.com/montgomery/quests/escapology-montgomery-cuban-crisis,1,Up to six players
"Escape room ""Espionage 2: Under Fire"" by Escape Game Alaska in Juneau",https://worldofescapes.com/juneau/quests/escape-game-alaska-espionage-2-under-fire,0,Public Ticketing
"Escape room ""Espionage 2: Under Fire"" by Escape Game Alaska in Juneau",https://worldofescapes.com/juneau/quests/escape-game-alaska-espionage-2-under-fire,1,Up to ten players
"Escape room ""The Dark Sector"" by North Valley Escape Room in Phoenix",https://worldofescapes.com/phoenix/quests/north-valley-escape-room-the-dark-sector,0,Futuristic
"Escape room ""The Dark Sector"" by North Valley Escape Room in Phoenix",https://worldofescapes.com/phoenix/quests/north-valley-escape-room-the-dark-sector,1,Top Secret
"Escape room ""The Dark Sector"" by North Valley Escape Room in Phoenix",https://worldofescapes.com/phoenix/quests/north-valley-escape-room-the-dark-sector,2,Public Ticketing
"Escape room ""The Dark Sector"" by North Valley Escape Room in Phoenix",https://worldofescapes.com/phoenix/quests/north-valley-escape-room-the-dark-sector,3,Up to eight players
"Escape room ""The Curse of Madame Lumina"" by Phoenix Puzzle Room in Phoenix",https://worldofescapes.com/phoenix/quests/phoenix-puzzle-room-the-curse-of-madame-lumina,0,Mystical
"Escape room ""The Curse of Madame Lumina"" by Phoenix Puzzle Room in Phoenix",https://worldofescapes.com/phoenix/quests/phoenix-puzzle-room-the-curse-of-madame-lumina,1,Public Ticketing
"Escape room ""The Curse of Madame Lumina"" by Phoenix Puzzle Room in Phoenix",https://worldofescapes.com/phoenix/quests/phoenix-puzzle-room-the-curse-of-madame-lumina,2,Halloween
"Escape room ""The Curse of Madame Lumina"" by Phoenix Puzzle Room in Phoenix",https://worldofescapes.com/phoenix/quests/phoenix-puzzle-room-the-curse-of-madame-lumina,3,Up to eight players
"Escape room ""The Bank Robbery"" by Trapped In Decatur in Huntsville",https://worldofescapes.com/huntsville/quests/trapped-in-decatur-the-bank-robbery,0,Heist
"Escape room ""The Bank Robbery"" by Trapped In Decatur in Huntsville",https://worldofescapes.com/huntsville/quests/trapped-in-decatur-the-bank-robbery,1,Public Ticketing
"Escape room ""The Bank Robbery"" by Trapped In Decatur in Huntsville",https://worldofescapes.com/huntsville/quests/trapped-in-decatur-the-bank-robbery,2,Up to eight players
"Escape room ""Hostage"" by Breakout Orange - Beach in Orange Beach",https://worldofescapes.com/gulf-shores/quests/breakout-orange-beach-hostage,0,Detective
"Escape room ""Hostage"" by Breakout Orange - Beach in Orange Beach",https://worldofescapes.com/gulf-shores/quests/breakout-orange-beach-hostage,1,Immersive
"Escape room ""Hostage"" by Breakout Orange - Beach in Orange Beach",https://worldofescapes.com/gulf-shores/quests/breakout-orange-beach-hostage,2,Private Ticketing
"Escape room ""Hostage"" by Breakout Orange - Beach in Orange Beach",https://worldofescapes.com/gulf-shores/quests/breakout-orange-beach-hostage,3,Up to six players
"Escape room ""The Informant"" by Huntsville Escape Rooms in Huntsville",https://worldofescapes.com/huntsville/quests/Huntsville-Escape-Rooms-The-Informant,0,Top Secret
"Escape room ""The Informant"" by Huntsville Escape Rooms in Huntsville",https://worldofescapes.com/huntsville/quests/Huntsville-Escape-Rooms-The-Informant,1,Public Ticketing
